input_cif,action_prompt,output_cif
mp-558368.cif,Create a supercell with the size 1x3x1.,mp-558368_processed.cif
mp-558382.cif,Create a supercell with the size 1*3*2.,mp-558382_processed.cif
mp-559140.cif,Create a supercell with the size 2*1*1.,mp-559140_processed.cif
mp-559223.cif,Create a supercell with the size 1 by 3 by 2.,mp-559223_processed.cif
mp-559929.cif,Create a supercell with the size 4 by 2 by 1.,mp-559929_processed.cif
mp-560091.cif,Create a supercell with the size 1 by 1 by 3.,mp-560091_processed.cif
mp-560380.cif,Create a supercell with the size 1 by 3 by 2.,mp-560380_processed.cif
mp-560535.cif,Create a supercell with the size 4*2*1.,mp-560535_processed.cif
mp-560605.cif,Create a supercell with the size 1X4X1.,mp-560605_processed.cif
mp-560751.cif,Create a supercell with the size 1x1x2.,mp-560751_processed.cif
mp-560754.cif,Create a supercell with the size 1*4*1.,mp-560754_processed.cif
mp-561641.cif,Create a supercell with the size 1x2x2.,mp-561641_processed.cif
mp-567492.cif,Create a supercell with the size 1*3*1.,mp-567492_processed.cif
mp-567540.cif,Create a supercell with the size 1*3*2.,mp-567540_processed.cif
mp-568306.cif,Create a supercell with the size 2*1*1.,mp-568306_processed.cif
mp-568716.cif,Create a supercell with the size 3 by 2 by 1.,mp-568716_processed.cif
mp-568757.cif,Create a supercell with the size 4*1*1.,mp-568757_processed.cif
mp-570044.cif,Create a supercell with the size 3*1*1.,mp-570044_processed.cif
mp-571428.cif,Create a supercell with the size 2 by 1 by 2.,mp-571428_processed.cif
mp-571566.cif,Create a supercell with the size 2 by 4 by 1.,mp-571566_processed.cif
mp-5730.cif,Create a supercell with the size 1 by 2 by 4.,mp-5730_processed.cif
mp-574339.cif,Create a supercell with the size 4X2X1.,mp-574339_processed.cif
mp-581471.cif,Create a supercell with the size 3*1*1.,mp-581471_processed.cif
mp-582081.cif,Create a supercell with the size 2x1x1.,mp-582081_processed.cif
mp-582587.cif,Create a supercell with the size 2×1×4.,mp-582587_processed.cif
mp-603694.cif,Create a supercell with the size 3×1×1.,mp-603694_processed.cif
mp-607525.cif,Create a supercell with the size 2×1×4.,mp-607525_processed.cif
mp-608206.cif,Create a supercell with the size 2 by 1 by 4.,mp-608206_processed.cif
mp-6112.cif,Create a supercell with the size 1 by 2 by 4.,mp-6112_processed.cif
mp-613327.cif,Create a supercell with the size 1*2*2.,mp-613327_processed.cif
mp-616210.cif,Create a supercell with the size 1X4X2.,mp-616210_processed.cif
mp-616407.cif,Create a supercell with the size 2x1x3.,mp-616407_processed.cif
mp-621964.cif,Create a supercell with the size 2 by 3 by 1.,mp-621964_processed.cif
mp-6257.cif,Create a supercell with the size 1 by 1 by 2.,mp-6257_processed.cif
mp-625744.cif,Create a supercell with the size 1×2×3.,mp-625744_processed.cif
mp-626565.cif,Create a supercell with the size 1x2x4.,mp-626565_processed.cif
mp-630976.cif,Create a supercell with the size 4x1x1.,mp-630976_processed.cif
mp-637599.cif,Create a supercell with the size 3x2x1.,mp-637599_processed.cif
mp-639826.cif,Create a supercell with the size 4x1x1.,mp-639826_processed.cif
mp-642315.cif,Create a supercell with the size 3X1X2.,mp-642315_processed.cif
mp-644221.cif,Create a supercell with the size 1X3X2.,mp-644221_processed.cif
mp-644529.cif,Create a supercell with the size 1×2×1.,mp-644529_processed.cif
mp-644741.cif,Create a supercell with the size 2x2x1.,mp-644741_processed.cif
mp-654225.cif,Create a supercell with the size 1 by 1 by 4.,mp-654225_processed.cif
mp-6653.cif,Create a supercell with the size 2 by 2 by 2.,mp-6653_processed.cif
mp-667200.cif,Create a supercell with the size 2x1x2.,mp-667200_processed.cif
mp-669359.cif,Create a supercell with the size 1X2X2.,mp-669359_processed.cif
mp-669377.cif,Create a supercell with the size 1×4×2.,mp-669377_processed.cif
mp-672228.cif,Create a supercell with the size 1*2*2.,mp-672228_processed.cif
mp-672972.cif,Create a supercell with the size 1*1*3.,mp-672972_processed.cif
mp-6745.cif,Create a supercell with the size 1*2*4.,mp-6745_processed.cif
mp-675118.cif,Create a supercell with the size 2 by 1 by 2.,mp-675118_processed.cif
mp-675519.cif,Create a supercell with the size 4×1×2.,mp-675519_processed.cif
mp-675778.cif,Create a supercell with the size 3X1X1.,mp-675778_processed.cif
mp-676.cif,Create a supercell with the size 1*1*3.,mp-676_processed.cif
mp-676275.cif,Create a supercell with the size 1X2X1.,mp-676275_processed.cif
mp-676816.cif,Create a supercell with the size 4X2X1.,mp-676816_processed.cif
mp-676881.cif,Create a supercell with the size 2×1×2.,mp-676881_processed.cif
mp-677725.cif,Create a supercell with the size 1 by 3 by 1.,mp-677725_processed.cif
mp-6800.cif,Create a supercell with the size 2×1×1.,mp-6800_processed.cif
mp-680260.cif,Create a supercell with the size 2x1x2.,mp-680260_processed.cif
mp-684589.cif,Create a supercell with the size 4×1×2.,mp-684589_processed.cif
mp-684710.cif,Create a supercell with the size 1×2×1.,mp-684710_processed.cif
mp-685224.cif,Create a supercell with the size 2x1x1.,mp-685224_processed.cif
mp-685418.cif,Create a supercell with the size 1x4x2.,mp-685418_processed.cif
mp-690493.cif,Create a supercell with the size 4x2x1.,mp-690493_processed.cif
mp-690517.cif,Create a supercell with the size 1x1x2.,mp-690517_processed.cif
mp-690674.cif,Create a supercell with the size 2×1×3.,mp-690674_processed.cif
mp-694979.cif,Create a supercell with the size 2x1x2.,mp-694979_processed.cif
mp-695946.cif,Create a supercell with the size 2×1×2.,mp-695946_processed.cif
mp-696298.cif,Create a supercell with the size 1*1*3.,mp-696298_processed.cif
mp-696990.cif,Create a supercell with the size 2 by 4 by 1.,mp-696990_processed.cif
mp-697075.cif,Create a supercell with the size 1X2X1.,mp-697075_processed.cif
mp-697458.cif,Create a supercell with the size 2x1x4.,mp-697458_processed.cif
mp-697721.cif,Create a supercell with the size 3×2×1.,mp-697721_processed.cif
mp-698312.cif,Create a supercell with the size 1 by 2 by 2.,mp-698312_processed.cif
mp-7022.cif,Create a supercell with the size 1 by 1 by 3.,mp-7022_processed.cif
mp-703291.cif,Create a supercell with the size 2x2x1.,mp-703291_processed.cif
mp-704116.cif,Create a supercell with the size 2×4×1.,mp-704116_processed.cif
mp-704848.cif,Create a supercell with the size 1 by 3 by 1.,mp-704848_processed.cif
mp-705312.cif,Create a supercell with the size 1X2X1.,mp-705312_processed.cif
mp-706518.cif,Create a supercell with the size 1x1x3.,mp-706518_processed.cif
mp-706524.cif,Create a supercell with the size 4X1X1.,mp-706524_processed.cif
mp-707406.cif,Create a supercell with the size 3×1×2.,mp-707406_processed.cif
mp-707744.cif,Create a supercell with the size 1X4X2.,mp-707744_processed.cif
mp-707840.cif,Create a supercell with the size 1×1×2.,mp-707840_processed.cif
mp-715457.cif,Create a supercell with the size 1x1x3.,mp-715457_processed.cif
mp-715553.cif,Create a supercell with the size 1x3x1.,mp-715553_processed.cif
mp-720104.cif,Create a supercell with the size 1X2X4.,mp-720104_processed.cif
mp-720572.cif,Create a supercell with the size 2x1x1.,mp-720572_processed.cif
mp-722790.cif,Create a supercell with the size 2×1×4.,mp-722790_processed.cif
mp-722980.cif,Create a supercell with the size 2x1x4.,mp-722980_processed.cif
mp-726672.cif,Create a supercell with the size 1x2x2.,mp-726672_processed.cif
mp-7281.cif,Create a supercell with the size 1X1X2.,mp-7281_processed.cif
mp-728374.cif,Create a supercell with the size 1x4x2.,mp-728374_processed.cif
mp-731813.cif,Create a supercell with the size 1X1X2.,mp-731813_processed.cif
mp-732021.cif,Create a supercell with the size 1x2x1.,mp-732021_processed.cif
mp-734013.cif,Create a supercell with the size 2*4*1.,mp-734013_processed.cif
mp-738609.cif,Create a supercell with the size 3×2×1.,mp-738609_processed.cif
mp-752590.cif,Create a supercell with the size 2 by 2 by 1.,mp-752590_processed.cif
mp-752623.cif,Create a supercell with the size 2*1*4.,mp-752623_processed.cif
mp-752859.cif,Create a supercell with the size 1×1×4.,mp-752859_processed.cif
mp-752896.cif,Create a supercell with the size 2*2*1.,mp-752896_processed.cif
mp-752915.cif,Create a supercell with the size 2x3x1.,mp-752915_processed.cif
mp-752916.cif,Create a supercell with the size 4X1X2.,mp-752916_processed.cif
mp-752972.cif,Create a supercell with the size 2x1x4.,mp-752972_processed.cif
mp-753000.cif,Create a supercell with the size 4*2*1.,mp-753000_processed.cif
mp-753018.cif,Create a supercell with the size 3X1X1.,mp-753018_processed.cif
mp-753047.cif,Create a supercell with the size 1*2*3.,mp-753047_processed.cif
mp-753220.cif,Create a supercell with the size 1x2x1.,mp-753220_processed.cif
mp-753282.cif,Create a supercell with the size 1X4X1.,mp-753282_processed.cif
mp-753309.cif,Create a supercell with the size 2x1x2.,mp-753309_processed.cif
mp-753322.cif,Create a supercell with the size 1 by 2 by 2.,mp-753322_processed.cif
mp-753612.cif,Create a supercell with the size 1*2*2.,mp-753612_processed.cif
mp-753724.cif,Create a supercell with the size 1 by 3 by 1.,mp-753724_processed.cif
mp-753992.cif,Create a supercell with the size 2×3×1.,mp-753992_processed.cif
mp-754070.cif,Create a supercell with the size 4X1X2.,mp-754070_processed.cif
mp-754274.cif,Create a supercell with the size 4*1*2.,mp-754274_processed.cif
mp-754345.cif,Create a supercell with the size 1*4*1.,mp-754345_processed.cif
mp-754644.cif,Create a supercell with the size 1×3×2.,mp-754644_processed.cif
mp-754745.cif,Create a supercell with the size 2*2*2.,mp-754745_processed.cif
mp-754794.cif,Create a supercell with the size 1×3×2.,mp-754794_processed.cif
mp-754886.cif,Create a supercell with the size 2x1x3.,mp-754886_processed.cif
mp-755114.cif,Create a supercell with the size 4 by 1 by 2.,mp-755114_processed.cif
mp-755229.cif,Create a supercell with the size 2x4x1.,mp-755229_processed.cif
mp-755317.cif,Create a supercell with the size 1×2×3.,mp-755317_processed.cif
mp-755498.cif,Create a supercell with the size 1X2X1.,mp-755498_processed.cif
mp-755582.cif,Create a supercell with the size 4*1*2.,mp-755582_processed.cif
mp-755926.cif,Create a supercell with the size 1*1*3.,mp-755926_processed.cif
mp-755997.cif,Create a supercell with the size 4X2X1.,mp-755997_processed.cif
mp-756062.cif,Create a supercell with the size 1×3×1.,mp-756062_processed.cif
mp-756382.cif,Create a supercell with the size 1 by 1 by 3.,mp-756382_processed.cif
mp-756670.cif,Create a supercell with the size 1x4x2.,mp-756670_processed.cif
mp-756859.cif,Create a supercell with the size 1*4*2.,mp-756859_processed.cif
mp-756990.cif,Create a supercell with the size 4×1×1.,mp-756990_processed.cif
mp-757189.cif,Create a supercell with the size 2×2×1.,mp-757189_processed.cif
mp-757311.cif,Create a supercell with the size 4X2X1.,mp-757311_processed.cif
mp-757314.cif,Create a supercell with the size 1X2X3.,mp-757314_processed.cif
mp-757440.cif,Create a supercell with the size 2 by 2 by 1.,mp-757440_processed.cif
mp-757579.cif,Create a supercell with the size 3x1x2.,mp-757579_processed.cif
mp-757665.cif,Create a supercell with the size 1 by 3 by 1.,mp-757665_processed.cif
mp-757787.cif,Create a supercell with the size 3x1x1.,mp-757787_processed.cif
mp-758534.cif,Create a supercell with the size 2×2×2.,mp-758534_processed.cif
mp-758565.cif,Create a supercell with the size 2X1X3.,mp-758565_processed.cif
mp-758722.cif,Create a supercell with the size 1×2×4.,mp-758722_processed.cif
mp-758858.cif,Create a supercell with the size 4 by 2 by 1.,mp-758858_processed.cif
mp-759080.cif,Create a supercell with the size 1X1X3.,mp-759080_processed.cif
mp-759482.cif,Create a supercell with the size 2*2*1.,mp-759482_processed.cif
mp-759507.cif,Create a supercell with the size 3*2*1.,mp-759507_processed.cif
mp-759524.cif,Create a supercell with the size 2×4×1.,mp-759524_processed.cif
mp-759607.cif,Create a supercell with the size 2×1×4.,mp-759607_processed.cif
mp-759656.cif,Create a supercell with the size 3x1x2.,mp-759656_processed.cif
mp-759790.cif,Create a supercell with the size 3×1×2.,mp-759790_processed.cif
mp-759809.cif,Create a supercell with the size 1×3×2.,mp-759809_processed.cif
mp-760193.cif,Create a supercell with the size 1X3X2.,mp-760193_processed.cif
mp-760300.cif,Create a supercell with the size 3*1*1.,mp-760300_processed.cif
mp-761082.cif,Create a supercell with the size 2*1*1.,mp-761082_processed.cif
mp-761112.cif,Create a supercell with the size 1X4X1.,mp-761112_processed.cif
mp-7614.cif,Create a supercell with the size 1 by 4 by 1.,mp-7614_processed.cif
mp-762304.cif,Create a supercell with the size 2X2X2.,mp-762304_processed.cif
mp-7625.cif,Create a supercell with the size 3 by 1 by 2.,mp-7625_processed.cif
mp-762521.cif,Create a supercell with the size 1x2x3.,mp-762521_processed.cif
mp-763259.cif,Create a supercell with the size 3×1×2.,mp-763259_processed.cif
mp-763484.cif,Create a supercell with the size 1*1*3.,mp-763484_processed.cif
mp-763920.cif,Create a supercell with the size 3 by 1 by 1.,mp-763920_processed.cif
mp-765709.cif,Create a supercell with the size 2×3×1.,mp-765709_processed.cif
mp-766040.cif,Create a supercell with the size 2 by 1 by 3.,mp-766040_processed.cif
mp-766051.cif,Create a supercell with the size 2×2×1.,mp-766051_processed.cif
mp-766137.cif,Create a supercell with the size 1×2×1.,mp-766137_processed.cif
mp-766408.cif,Create a supercell with the size 1×2×4.,mp-766408_processed.cif
mp-766447.cif,Create a supercell with the size 4x2x1.,mp-766447_processed.cif
mp-766539.cif,Create a supercell with the size 1*2*3.,mp-766539_processed.cif
mp-768276.cif,Create a supercell with the size 1×1×3.,mp-768276_processed.cif
mp-768373.cif,Create a supercell with the size 2x1x2.,mp-768373_processed.cif
mp-768854.cif,Create a supercell with the size 1X1X2.,mp-768854_processed.cif
mp-768859.cif,Create a supercell with the size 1*3*2.,mp-768859_processed.cif
mp-769049.cif,Create a supercell with the size 1x4x2.,mp-769049_processed.cif
mp-769346.cif,Create a supercell with the size 2X2X1.,mp-769346_processed.cif
mp-769383.cif,Create a supercell with the size 1*3*1.,mp-769383_processed.cif
mp-770406.cif,Create a supercell with the size 1x2x2.,mp-770406_processed.cif
mp-770508.cif,Create a supercell with the size 4x1x1.,mp-770508_processed.cif
mp-770714.cif,Create a supercell with the size 3x2x1.,mp-770714_processed.cif
mp-770847.cif,Create a supercell with the size 1X4X1.,mp-770847_processed.cif
mp-770865.cif,Create a supercell with the size 1 by 1 by 2.,mp-770865_processed.cif
mp-770898.cif,Create a supercell with the size 1X2X4.,mp-770898_processed.cif
mp-770995.cif,Create a supercell with the size 1X4X1.,mp-770995_processed.cif
mp-771674.cif,Create a supercell with the size 1 by 4 by 2.,mp-771674_processed.cif
mp-772172.cif,Create a supercell with the size 3 by 1 by 1.,mp-772172_processed.cif
mp-772550.cif,Create a supercell with the size 2x4x1.,mp-772550_processed.cif
mp-772610.cif,Create a supercell with the size 1×2×1.,mp-772610_processed.cif
mp-772749.cif,Create a supercell with the size 2 by 1 by 2.,mp-772749_processed.cif
mp-772763.cif,Create a supercell with the size 3 by 1 by 1.,mp-772763_processed.cif
mp-772999.cif,Create a supercell with the size 1×3×1.,mp-772999_processed.cif
mp-773070.cif,Create a supercell with the size 1×1×3.,mp-773070_processed.cif
mp-774146.cif,Create a supercell with the size 2x2x2.,mp-774146_processed.cif
mp-774370.cif,Create a supercell with the size 1×4×1.,mp-774370_processed.cif
mp-774459.cif,Create a supercell with the size 1x2x3.,mp-774459_processed.cif
mp-774822.cif,Create a supercell with the size 4×2×1.,mp-774822_processed.cif
mp-774929.cif,Create a supercell with the size 1X3X2.,mp-774929_processed.cif
mp-774940.cif,Create a supercell with the size 1X3X1.,mp-774940_processed.cif
mp-775126.cif,Create a supercell with the size 4×2×1.,mp-775126_processed.cif
mp-775216.cif,Create a supercell with the size 1*2*1.,mp-775216_processed.cif
mp-775224.cif,Create a supercell with the size 2 by 1 by 1.,mp-775224_processed.cif
mp-775268.cif,Create a supercell with the size 1X2X3.,mp-775268_processed.cif
mp-775340.cif,Create a supercell with the size 3 by 2 by 1.,mp-775340_processed.cif
mp-775989.cif,Create a supercell with the size 1×1×4.,mp-775989_processed.cif
mp-776097.cif,Create a supercell with the size 1x1x3.,mp-776097_processed.cif
mp-776529.cif,Create a supercell with the size 4x2x1.,mp-776529_processed.cif
mp-7767.cif,Create a supercell with the size 3X2X1.,mp-7767_processed.cif
mp-776873.cif,Create a supercell with the size 2 by 3 by 1.,mp-776873_processed.cif
mp-777288.cif,Create a supercell with the size 4*1*1.,mp-777288_processed.cif
mp-777458.cif,Create a supercell with the size 1×3×2.,mp-777458_processed.cif
mp-777764.cif,Create a supercell with the size 3*1*1.,mp-777764_processed.cif
mp-778141.cif,Create a supercell with the size 1x1x2.,mp-778141_processed.cif
mp-778158.cif,Create a supercell with the size 1*2*4.,mp-778158_processed.cif
mp-778252.cif,Create a supercell with the size 1*2*1.,mp-778252_processed.cif
mp-778260.cif,Create a supercell with the size 1x2x1.,mp-778260_processed.cif
mp-779095.cif,Create a supercell with the size 1x4x1.,mp-779095_processed.cif
mp-779789.cif,Create a supercell with the size 2x2x1.,mp-779789_processed.cif
mp-780121.cif,Create a supercell with the size 1*1*2.,mp-780121_processed.cif
mp-780175.cif,Create a supercell with the size 3X1X1.,mp-780175_processed.cif
mp-780392.cif,Create a supercell with the size 1*1*4.,mp-780392_processed.cif
mp-780797.cif,Create a supercell with the size 2x1x3.,mp-780797_processed.cif
mp-782009.cif,Create a supercell with the size 4X1X1.,mp-782009_processed.cif
mp-7926.cif,Create a supercell with the size 1*1*2.,mp-7926_processed.cif
mp-803628.cif,Create a supercell with the size 2×3×1.,mp-803628_processed.cif
mp-8058.cif,Create a supercell with the size 2×4×1.,mp-8058_processed.cif
mp-807001.cif,Create a supercell with the size 3X1X1.,mp-807001_processed.cif
mp-818638.cif,Create a supercell with the size 1×2×3.,mp-818638_processed.cif
mp-850260.cif,Create a supercell with the size 3*1*2.,mp-850260_processed.cif
mp-850784.cif,Create a supercell with the size 3 by 1 by 2.,mp-850784_processed.cif
mp-850942.cif,Create a supercell with the size 1X4X1.,mp-850942_processed.cif
mp-861324.cif,Create a supercell with the size 1 by 3 by 1.,mp-861324_processed.cif
mp-861689.cif,Create a supercell with the size 1×3×1.,mp-861689_processed.cif
mp-863022.cif,Create a supercell with the size 1x1x4.,mp-863022_processed.cif
mp-863365.cif,Create a supercell with the size 4X1X2.,mp-863365_processed.cif
mp-863428.cif,Create a supercell with the size 2 by 3 by 1.,mp-863428_processed.cif
mp-863754.cif,Create a supercell with the size 1 by 2 by 1.,mp-863754_processed.cif
mp-865205.cif,Create a supercell with the size 1 by 2 by 4.,mp-865205_processed.cif
mp-866298.cif,Create a supercell with the size 2*3*1.,mp-866298_processed.cif
mp-866520.cif,Create a supercell with the size 1X3X1.,mp-866520_processed.cif
mp-867606.cif,Create a supercell with the size 1×1×4.,mp-867606_processed.cif
mp-881189.cif,Create a supercell with the size 1X2X2.,mp-881189_processed.cif
mp-9275.cif,Create a supercell with the size 1*2*2.,mp-9275_processed.cif
mp-9324.cif,Create a supercell with the size 2X1X1.,mp-9324_processed.cif
mp-935710.cif,Create a supercell with the size 1*1*4.,mp-935710_processed.cif
mp-9403.cif,Create a supercell with the size 4X1X2.,mp-9403_processed.cif
mp-9417.cif,Create a supercell with the size 1 by 1 by 2.,mp-9417_processed.cif
mp-978989.cif,Create a supercell with the size 1 by 4 by 2.,mp-978989_processed.cif
mp-979264.cif,Create a supercell with the size 1X3X2.,mp-979264_processed.cif
mp-982385.cif,Create a supercell with the size 1 by 1 by 2.,mp-982385_processed.cif
mp-985468.cif,Create a supercell with the size 1×1×3.,mp-985468_processed.cif
mp-991772.cif,Create a supercell with the size 4x1x1.,mp-991772_processed.cif
mp-997585.cif,Create a supercell with the size 3*2*1.,mp-997585_processed.cif
mp-998746.cif,Create a supercell with the size 1×1×3.,mp-998746_processed.cif
